spotify_track_id,songid,performer,song,spotify_track_album,spotify_track_explicit,first_chart_appearance,peak_position,weeks_on_chart
54Ev13Dca9qrYZDNLFUYpb,Nothing In This WorldKeKe Wyatt Featuring Avant,KeKe Wyatt Featuring Avant,Nothing In This World,Soul Sista,false,2002-01-05,75,20
3y50RQBVSUFyFkQU5baKoT,Girls Are More FunRay Parker Jr.,Ray Parker Jr.,Girls Are More Fun,The Essential Ray Parker Jr & Raydio,false,1985-10-05,72,15
1POAx4NMLOBPVKZUSsBh92,Cashin' OutCa$h Out,Ca$h Out,Cashin' Out,Cashin' Out,true,2012-04-28,81,20
38gnDo8rwH7VSZc8HcCMw6,Come To MeMarv Johnson,Marv Johnson,Come To Me,The Complete Motown Single,false,1959-03-14,98,15
0TEQ2QmFXnHCgQvYuvsbp2,(I Know I Got) SkillzShaquille O'Neal,Shaquille O'Neal,(I Know I Got) Skillz,Shaq Diesel,false,1993-10-23,74,20
3WSyYBhLZRLbQo2tJgFvSR,Sleeping SatelliteTasmin Archer,Tasmin Archer,Sleeping Satellite,Great Expectations,false,1993-04-17,89,15
6Llr9PVC1cirKUwu7Fle83,Street LifeThe Crusaders,The Crusaders,Street Life,Gold,false,1979-08-25,88,16
13toFl1UwJPsRxDiD9jgtn,AsStevie Wonder,Stevie Wonder,As,Songs In The Key Of Life,false,1977-11-05,81,14
08GOEVXupC6ECbulhPGQKm,Stranger In My HouseTamia,Tamia,Stranger In My House,A Nu Day,false,2001-01-13,79,21
79bFISfLM4YH2sWJba0vIX,Slippin' Into DarknessWar,War,Slippin' Into Darkness,The Hits,false,1972-01-22,99,22
3LbvNFkqDTrE1liGMmZBDL,Shotgun RiderTim McGraw,Tim McGraw,Shotgun Rider,Sundown Heaven Town,false,2014-10-18,97,20
2mB7RE3hJubHlEJag8K9pj,Sugar On SundayThe Clique,The Clique,Sugar On Sunday,The Clique,false,1969-08-30,78,11
4lcXNTm9JrQpJYXqsENmFI,Redneck CrazyTyler Farr,Tyler Farr,Redneck Crazy,Redneck Crazy,false,2013-06-15,95,20
6Qyc6fS4DsZjB2mRW9DsQs,IrisGoo Goo Dolls,Goo Goo Dolls,Iris,Dizzy up the Girl,false,1998-12-05,9,14
0HZk0QsXPhMNAWNDR3rYE8,HallelujahPentatonix,Pentatonix,Hallelujah,A Pentatonix Christmas Deluxe,false,2016-11-12,32,11
72by3Re4C3eVEBXvsUo0zV,Green LightJohn Legend Featuring Andre 3000,John Legend Featuring Andre 3000,Green Light,Evolver,false,2008-09-20,96,26
5xpmdbQcfIOsE1hACcC3UK,Marvin & ChardonnayBig Sean Featuring Kanye West & Roscoe Dash,Big Sean Featuring Kanye West & Roscoe Dash,Marvin & Chardonnay,Finally Famous (Deluxe),true,2011-08-06,88,20
0OC93rRKGSNtEucTlLRAOI,How Does It Feel To Be BackDaryl Hall John Oates,Daryl Hall John Oates,How Does It Feel To Be Back,Do Wha You Wan,false,1980-07-19,84,13
6NYAr0Lx5iWQj7lDwh6jbO,Girls Grow Up Faster Than BoysThe Cookies,The Cookies,Girls Grow Up Faster Than Boys,The Dimension Dolls,false,1963-11-30,80,11
1PoGWZbJPGmViVi7CYbDUK,Drink A BeerLuke Bryan,Luke Bryan,Drink A Beer,Crash My Party,false,2013-11-23,79,20
28Sc21lrWcZD9Ov4rRkPJq,Gettin' You HomeChris Young,Chris Young,Gettin' You Home,The Man I Want To Be,false,2009-08-29,94,20
3FyYXJlsGz4OqnqyfFLe2u,If You Talk In Your SleepElvis Presley,Elvis Presley,If You Talk In Your Sleep,Promised Land,false,1974-06-08,77,13
2k6ahrUpg8CbeTjLocMQJ4,I Lost ItKenny Chesney,Kenny Chesney,I Lost It,Greatest Hits,false,2000-10-21,75,20
1XymXdDST6eFyZQmjrnIIo,He Can't Love YouMichael Stanley Band,Michael Stanley Band,He Can't Love You,Heartland (Remastered),false,1980-11-22,86,16
58xaG4P5HeG7K2rgu0WPCl,FeelingsMorris Albert,Morris Albert,Feelings,Feelings - Greatest Hits,false,1975-06-21,98,32
7JoPxqrnT3eq02AnflBSiN,I Want CandyThe Strangeloves,The Strangeloves,I Want Candy,I Want Candy: The Best Of The Strangeloves,false,1965-06-26,69,10
2dlVeyhP1kM1xdfJGN6gpG,Gotta Hold On To This FeelingJr. Walker & The All Stars,Jr. Walker & The All Stars,Gotta Hold On To This Feeling,20th Century Masters: The Millennium Collection: Best of Jr. Walker & The All Stars,false,1970-02-21,64,10
67lMr5SLliCy6erdyT2RG0,Don't You Want MeGlee Cast,Glee Cast,Don't You Want Me,Glee: The Musi,false,2011-03-12,49,1
72EbrfH8w9LRJQF3rz5Ivg,Don't You WorryDon Gardner And Dee Dee Ford,Don Gardner And Dee Dee Ford,Don't You Worry,The Very Best of Don Gardner and Dee Dee Ford,false,1962-08-25,83,7
68LIwSJYSkEj7oHcXCcHwo,Donald Where's Your Troosers?Andy Stewart,Andy Stewart,Donald Where's Your Troosers?,20 Scottish Favourites,false,1961-08-19,100,4
7t3yEWJXS4ZZE64JyJDJIg,DONE.The Band Perry,The Band Perry,DONE.,Pioneer,false,2013-03-30,87,20
7bzo4nqa4nDzwpnkDcigbt,DoravilleAtlanta Rhythm Section,Atlanta Rhythm Section,Doraville,The Very Best of Atlanta Rhythm Section,false,1974-10-05,91,8
0fsj3HxzBHev6EJ7OLFE3r,Double VisionForeigner,Foreigner,Double Vision,Double Vision (Expanded),false,1978-09-23,67,20
33LC84JgLvK2KuW43MfaNq,My Heart Will Go OnCeline Dion,Celine Dion,My Heart Will Go On,Let's Talk About Love,false,1998-02-28,1,20
4vzYcDxBXAUPYDUna4BVeE,Flying Without WingsRuben Studdard,Ruben Studdard,Flying Without Wings,Soulful,false,2003-06-28,2,10
7iN1s7xHE4ifF5povM6A48,Let It BeThe Beatles,The Beatles,Let It Be,Let It Be (Remastered),false,1970-03-21,6,14
60SdxE8apGAxMiRrpbmLY0,Lucky YouEminem Featuring Joyner Lucas,Eminem Featuring Joyner Lucas,Lucky You,Kamikaze,true,2018-09-15,94,14
2Un1O9CChp4wyTmt422XwW,My True LoveJack Scott,Jack Scott,My True Love,Jack Scott's Greatest Hits,false,1958-08-02,8,14
7LcfRTgAVTs5pQGEQgUEzN,Moves Like JaggerMaroon 5 Featuring Christina Aguilera,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,Hands All Over,false,2011-07-09,8,49
53QF56cjZA9RTuuMZDrSA6,I Won't Give UpJason Mraz,Jason Mraz,I Won't Give Up,Love Is A Four Letter Word (Deluxe),false,2012-01-21,8,44
74DrA5fFoGSy4xgkZarZtP,Dream WeaverGary Wright,Gary Wright,Dream Weaver,The Dream Weaver,false,1976-01-03,98,20
5ufRrjEUzSSuXc4nFjX2FP,Horse FeverCliff Nobles & Co.,Cliff Nobles & Co.,Horse Fever,The Phil-LA of Soul Singles Collection 1968-1972,false,1968-09-14,99,5
2atYprr9JsQaLynGhrWhld,HeartbeatThe Fray,The Fray,Heartbeat,Scars & Stories,false,2011-10-29,95,18
6Ag4SYLUGFdnJrCwUIb4mT,I'll BeFoxy Brown Featuring Jay-Z,Foxy Brown Featuring Jay-Z,I'll Be,Ill Na Na,true,1997-02-15,78,20
3mnMs8Newbbv5O1yoijeOQ,Jumpin' Jack FlashJohnny Winter,Johnny Winter,Jumpin' Jack Flash,Johnny Winter And / Live,false,1971-05-01,89,2
4KKQMQD6Q0TbqFlioQHPIy,MidnightJohnny Gibson,Johnny Gibson,Midnight,Johnny Gibson,false,1962-02-03,90,4
6ssGZDVOXfKHoIQHoANSHW,My CherieAl Martino,Al Martino,My Cherie,My Cherie,false,1965-06-12,90,3
01qoKBIhSo3AlowvoiKPqH,Never Let You GoSweet Sensation,Sweet Sensation,Never Let You Go,Take It While It's Hot,false,1988-09-17,92,10
01Q4wU19hamqnhNjtuvTyI,Nobody's FoolCinderella,Cinderella,Nobody's Fool,Night Songs,false,1986-11-08,95,21
4UEWbycxYnl9KkrCl9nXwH,I Love How You Love MeThe Paris Sisters,The Paris Sisters,I Love How You Love Me,A Doo Wop Valentine - Original Romantic Harmonies,false,1961-09-02,96,15
4x2rgtSFOI4hRvEvDj02KP,If It's Lovin' That You WantRihanna,Rihanna,If It's Lovin' That You Want,Music Of The Sun,false,2005-10-22,96,20
4dmHFU1lnFhn90jjE1ILfd,Lovey DoveyBuddy Knox,Buddy Knox,Lovey Dovey,Party Doll,false,1960-12-17,98,9
0Xu0V7K1rK7ea4gMmiFIlG,I Could Have Loved You So WellRay Peterson,Ray Peterson,I Could Have Loved You So Well,Let Me Be the One: Classic AM Favorites '55-'65,false,1961-12-16,99,9
71UPOlaPow5CbwGvLmPmDQ,Hello Pretty GirlRonnie Dove,Ronnie Dove,Hello Pretty Girl,The Complete Original Chart Hits 1964-1969,false,1965-01-09,100,7
4PzovBqgnSHKd8opsP7IVM,Everyday We LitYFN Lucci Featuring PnB Rock,YFN Lucci Featuring PnB Rock,Everyday We Lit,Long Live Nut,true,2017-04-29,79,20
711BHJ4nErw7nPt3O5cP0z,MusicJohn Miles,John Miles,Music,Live In Concert,false,1976-05-15,90,3
4MFUR4ugPakVrAv0ewZOAz,Living In The BackgroundBaltimora,Baltimora,Living In The Background,Living In The Background,false,1986-04-12,91,4
6h12N1HCsDbrY2uY0NHfKb,Imagine ThatPatsy Cline,Patsy Cline,Imagine That,On The Air: Her Best TV Performances,false,1962-05-12,92,2
5gUk26spbkbYgXmDTMbW3C,Going In CirclesThe Friends Of Distinction,The Friends Of Distinction,Going In Circles,Grazin',false,1969-08-16,92,20
3mDOHVY9MWZOTODSNF5GBj,Indian Reservation (The Lament Of The Cherokee Reservation Indian)The Raiders,The Raiders,Indian Reservation (The Lament Of The Cherokee Reservation Indian),Indian Reservation,false,1971-04-10,94,22
2lFQ6W1WdRFtDJhvWGW3p6,I'll Remember YouAtlantic Starr,Atlantic Starr,I'll Remember You,Time,false,1994-06-04,94,13
0LG2cFomCi8Fb664Lvr3Nu,For The First TimeDarius Rucker,Darius Rucker,For The First Time,When Was The Last Time,false,2018-04-07,95,10
7fPSzZmr3N0hO50JgVIFk4,If You Let Me StayTerence Trent D'Arby,Terence Trent D'Arby,If You Let Me Stay,Introducing The Hardline According To Terence Trent D'Arby,false,1987-10-24,96,8
0ffT8l4MhG4ZyOVg7nGERX,I Need YouThe Impressions,The Impressions,I Need You,The Greatest Hits,false,1965-08-14,97,7
7vJtTE1k2wPaqRmzEJ84OK,Glad She's A WomanBobby Goldsboro,Bobby Goldsboro,Glad She's A Woman,"""Today""",false,1969-02-08,98,6
6HMHgBHdLBQ0QYIaOp2gse,"I Don't Get Tired (#IDGT)Kevin Gates Featuring August Alsina",Kevin Gates Featuring August Alsina,"I Don't Get Tired (#IDGT)",Luca Brasi 2: Gangsta Grillz,true,2015-05-09,99,9
6cPq5rCeDUbgELgfZPrEUG,King Of ClownsNeil Sedaka,Neil Sedaka,King Of Clowns,Neil Sedaka Sings The Hits,false,1962-03-31,100,9
4GPbOUUbitW3e6aEVccrhf,I Guess I'm CrazyJim Reeves,Jim Reeves,I Guess I'm Crazy,The Essential Jim Reeves,false,1964-08-22,94,5
0VpHIkmXGSIJ8phPcRfQBU,Good Lovin'The Olympics,The Olympics,Good Lovin',Best of Loma Records-Rise and Fall of a 1960's Soul Label,false,1965-05-01,91,5
2NFiAytJxzRovskKxbDRbw,Good Time GirlNancy Sinatra,Nancy Sinatra,Good Time Girl,Movin' With Nancy,false,1968-11-30,91,5
0e7Yx4UFoJ7jzx8l7XotMK,Funky Chicken (Part 1)Willie Henderson And The Soul Explosions,Willie Henderson And The Soul Explosions,Funky Chicken (Part 1),Funky Chicken,false,1970-03-21,91,2
6gF8kIkyoT4yN0ogFE1mY2,I Can SurviveTriumph,Triumph,I Can Survive,Progressions of Power,false,1980-06-07,91,2
3sl4dcqSwxHVnLfqwF2jly,HelloMartin Solveig & Dragonette,Martin Solveig & Dragonette,Hello,Hello,false,2011-04-23,91,20
4Mqs0h95KAeNiGp7u4udlt,"Love, Reign O'er MeThe Who",The Who,"Love, Reign O'er Me",Quadrophenia (Super Deluxe Edition),false,1973-12-01,97,5
4qM461TqtpnP4GLRIXwEnW,SussudioPhil Collins,Phil Collins,Sussudio,No Jacket Required (Remastered),false,1985-05-11,39,17
4z7maGZkAonDlXlwo8q69f,Da Ya Think I'm Sexy?Rod Stewart,Rod Stewart,Da Ya Think I'm Sexy?,Blondes Have More Fun,false,1978-12-23,40,21
7F9vK8hNFMml4GtHsaXui6,Back To YouLouis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,Back To You,Back to You (feat. Bebe Rexha & Digital Farm Animals),true,2017-08-12,40,10
3mvYQKm8h6M5K5h0nVPY9S,After DarkDrake Featuring Static Major & Ty Dolla $ign,Drake Featuring Static Major & Ty Dolla $ign,After Dark,Scorpion,true,2018-07-14,41,3
0ikbcCJIJaY9sKEivAXJ4I,Can't Let GoMariah Carey,Mariah Carey,Can't Let Go,Emotions,false,1991-11-16,42,20
0AluA5RNsa4Cx6XRhf2hWZ,10 Freaky GirlsMetro Boomin Featuring 21 Savage,Metro Boomin Featuring 21 Savage,10 Freaky Girls,NOT ALL HEROES WEAR CAPES (Deluxe),true,2018-11-17,42,4
3sIsG7vDZr17BVimMeZZQS,Adult EducationDaryl Hall John Oates,Daryl Hall John Oates,Adult Education,Rock 'N Sou,false,1984-02-18,43,17
2Mpj1Ul5OFPyyP4wB62Rvi,SurvivorDestiny's Child,Destiny's Child,Survivor,Survivor,false,2001-03-17,43,20
2b0AarwIy6Dr0oJeAhc80s,Blue OrchidThe White Stripes,The White Stripes,Blue Orchid,Get Behind Me Satan,false,2005-05-07,92,7
3iRcwzyx4g9uue2PeG8hql,Skin TightOhio Players,Ohio Players,Skin Tight,Skin Tight,false,1974-09-07,45,11
4qWCFTuNnmGNdY4egtb4ZY,OthersidePost Malone,Post Malone,Otherside,beerbongs & bentleys,true,2018-05-12,46,2
53DB6LJV9B8sz0p1s6tlGS,Roll UpWiz Khalifa,Wiz Khalifa,Roll Up,Rolling Papers,true,2011-02-26,48,22
4TWflhgevIGo448fWc6mQq,Red RoomOffset,Offset,Red Room,FATHER OF 4,true,2019-03-02,49,3
2fkeWbM6iqTw7oGHTYm2lw,4422Drake Featuring Sampha,Drake Featuring Sampha,4422,More Life,false,2017-04-08,50,2
5uES1C2NgkdrNHiCwf9jRr,Baby LoveThe Supremes,The Supremes,Baby Love,Where Did Our Love Go,false,1964-10-03,51,13
77arwHFzLS7EPSmUIsN6h2,Survivor / I Will SurviveGlee Cast,Glee Cast,Survivor / I Will Survive,Survivor / I Will Survive (Glee Cast Version),false,2011-12-24,51,1
3b3PnE1ROIZzILjmCGjVib,RainMadonna,Madonna,Rain,Erotica (PA Version),false,1993-07-24,52,20
0Nwar8rweBUyfyuoyjjUvk,PrivilegeThe Weeknd,The Weeknd,Privilege,M Dear Melanchol,true,2018-04-14,52,1
54b8qPFqYqIndfdxiLApea,AloneHeart,Heart,Alone,Bad Animals,false,1987-05-16,53,21
2QlPByrmEO9XciNBXCrawR,Roll With ItSteve Winwood,Steve Winwood,Roll With It,Roll With It,false,1988-06-11,53,18
4jnFqNWeJCeCRHc4HCdxfd,Remember The TimeMichael Jackson,Michael Jackson,Remember The Time,Dangerous,false,1992-01-25,53,20
5MExTByQ0SqNrw5ivKggdB,One Step CloserThe Doobie Brothers,The Doobie Brothers,One Step Closer,One Step Closer,false,1980-11-22,54,14
4jty9ZxXwfTOmY6WkF8eK0,Say You're WrongJulian Lennon,Julian Lennon,Say You're Wrong,Valotte,false,1985-04-20,54,12
1ubvV5ECkm6nSI6g1HmbBK,Dear JohnTaylor Swift,Taylor Swift,Dear John,Speak Now (Deluxe Edition),false,2010-11-13,54,1
09s29rfaQr6oCLWO7xFVJZ,Saturday NightThe New Christy Minstrels,The New Christy Minstrels,Saturday Night,The New Christy Minstrels' Greatest Hits,false,1963-10-26,81,7
4cpaaN9gp0JvTaro27c0ex,ShotgunVanilla Fudge,Vanilla Fudge,Shotgun,The Complete Atco Singles,false,1969-03-08,81,5
5snDBnRlxwwxD6MYiHzJ4i,Burning Down One SideRobert Plant,Robert Plant,Burning Down One Side,Pictures At Eleven,false,1982-09-11,81,6
7LcBP7lQSp9BojdqulANFE,Can I Stay With YouKaryn White,Karyn White,Can I Stay With You,Make Him Do Right,false,1995-02-18,81,5
5XFu5S1vBY7sNHlheCapOz,Strip It DownLuke Bryan,Luke Bryan,Strip It Down,Kill The Lights (Deluxe),false,2015-08-08,81,20
1kaxyXcAi5ZHF3Q94QXsHK,DemonLil Wayne,Lil Wayne,Demon,Tha Carter V,true,2018-10-13,81,1
09W94l8I09xXi8QRzsXXjL,Change Of HeartDennis Yost And The Classics IV,Dennis Yost And The Classics IV,Change Of Heart,The Best Of Dennis Yost And The Classics IV,false,1969-08-02,82,7
31lmQKukCAolRicff7wD4N,Catching The SunSpyro Gyra,Spyro Gyra,Catching The Sun,Catching the Sun,false,1980-04-19,82,5
4kOKnL62lB0g5Zt3fOveT3,Arc Of A DiverSteve Winwood,Steve Winwood,Arc Of A Diver,Arc Of A Diver (Deluxe Edition),false,1981-05-09,82,9
7bkgRHkiyRO1vWzG1hTicD,Put You In A SongKeith Urban,Keith Urban,Put You In A Song,Get Closer (Deluxe Version),false,2010-10-02,89,20
6k9DUKMJpWvu6eFG3O64Lg,Subterranean Homesick BluesBob Dylan,Bob Dylan,Subterranean Homesick Blues,Bringing It All Back Home,false,1965-04-03,83,8
57rxqpox1nfx6hwIqfAh0F,Daddy's Little ManO.C. Smith,O.C. Smith,Daddy's Little Man,Greatest Hits,false,1969-08-30,83,7
2X3qJdcMelUhNE6ahF0VtK,SupermanThe Ides Of March,The Ides Of March,Superman,Common Bond,false,1970-07-04,83,5
6pZ8rAXwqJSRPDBvPPINvi,Stop Your SobbingPretenders,Pretenders,Stop Your Sobbing,Pretender,false,1980-06-21,83,5
3Vfj2JGXayXgc0c9J4gJ8m,Tell Me WhyWynonna,Wynonna,Tell Me Why,Tell Me Why,false,1993-07-03,83,4
3plNsz0KQaJjtW75gYTMEn,"Party Ain't A PartyQueen Pen Featuring Teddy Riley, Nutta Butta, Markell & Jesse Wes","Queen Pen Featuring Teddy Riley, Nutta Butta, Markell & Jesse Wes",Party Ain't A Party,My Melody,true,1998-06-20,83,4
4fY55Qe6xoGJS6LKgyRSqz,A TearGene McDaniels,Gene McDaniels,A Tear,Best Of Gene McDaniels,false,1961-07-01,84,8
31DSjQaYeyvnjGJnHNpRzY,Detroit CityTom Jones,Tom Jones,Detroit City,Gree,false,1967-03-11,84,8
6tIEW4jhonURp53h9Qc8wX,Thank U Very MuchThe Scaffold,The Scaffold,Thank U Very Much,Thank U Very Much - The Very Best Of The Scaffold,false,1968-02-10,84,5
4xLUUQe7Nt7d0SA6Y6vUkW,Soul Power (Pt. 1)James Brown,James Brown,Soul Power (Pt. 1),Gold,false,1971-02-27,84,9
6pEIoxsOduthi0Hba1SCoT,Christmas For CowboysJohn Denver,John Denver,Christmas For Cowboys,Lime Creek Christmas,false,1975-12-13,84,4
4MM0jT9z9m7VFiusFrGJ8C,And The Cradle Will Rock...Van Halen,Van Halen,And The Cradle Will Rock...,Women and Children First (Remastered),false,1980-05-24,84,7
7KP1J17dxk6h3msMWq07Nz,Supernatural LoveDonna Summer,Donna Summer,Supernatural Love,Cats Without Claws,false,1984-11-10,84,5
3oA9BEQBT32U0puv2dnQ0g,Reservations For TwoDionne & Kashif,Dionne & Kashif,Reservations For Two,The Definitive Collection,false,1987-10-31,84,7
1ung2kajpw24AaHjBtPY3j,Perplexing PegasusRae Sremmurd,Rae Sremmurd,Perplexing Pegasus,SR3MM,true,2017-08-26,84,3
5itzep0nGnq7hxCfFNsTIR,Difference (Interlude)XXXTENTACION,XXXTENTACION,Difference (Interlude),SKINS,false,2018-12-22,84,1
6fXsuHWpbQJDU5i74BfwN7,"Beg, Borrow And StealOhio Express",Ohio Express,"Beg, Borrow And Steal",Be,false,1967-10-07,96,12
5sOeJlcVO4oEYR3QKzbJmO,Do Something To MeTommy James And The Shondells,Tommy James And The Shondells,Do Something To Me,Crimson & Clover,false,1968-10-12,98,9
1KMmccrzgzvGbIAdKBQBjb,ClementineBobby Darin,Bobby Darin,Clementine,This Is Darin,false,1960-03-19,86,9
0hujWZt6bmQJawM9PQWVHR,Pretty GirlsMelissa Manchester,Melissa Manchester,Pretty Girls,The Essential Melissa Manchester - The Arista Years,false,1979-10-13,85,10
4IR1LDAWA3Rly689SrjHrF,Coming Down From LoveBobby Caldwell,Bobby Caldwell,Coming Down From Love,Cat in the Hat,false,1980-04-19,89,10
0OJmo2GQf6WL95gWjnzbut,Puppet ManThe 5th Dimension,The 5th Dimension,Puppet Man,Ultimate 5th Dimension,false,1970-04-18,86,8
5nI0dG8Div5AApredQ6Z7v,One To OneCarole King,Carole King,One To One,One To One,false,1982-03-27,86,10
2SmlWvdYG6FsagxN3FkHMI,Bloody Well RightSupertramp,Supertramp,Bloody Well Right,Crime Of The Century (Remastered),false,1975-04-12,85,10
6RDuH8C4yjdxSsjOEn65IO,Sometimes Good Guys Don't Wear WhiteThe Standells,The Standells,Sometimes Good Guys Don't Wear White,The Very Best Of The Standells,false,1966-08-13,96,8
1qi4fWirX248u9XSvVlSTw,Sour SuiteThe Guess Who,The Guess Who,Sour Suite,Greatest Hits,false,1971-11-27,94,9
5EVWX6bTzP8YKsXex3mee6,Can Your Monkey Do The DogRufus Thomas,Rufus Thomas,Can Your Monkey Do The Dog,Stax-Volt: The Complete Singles 1959-1968,false,1964-02-01,85,9
2gF2md3pnB80ldQIFClNjq,Please Mr. SunThe Vogues,The Vogues,Please Mr. Sun,26 Greatest Hits,false,1966-09-24,92,8
4epoSl8BTGb5yfvkqdhyhv,Sweet Sixteen BarsEarl Grant,Earl Grant,Sweet Sixteen Bars,Singin' & Swingin': The Best Of Earl Grant,false,1962-09-08,90,8
18oX158s1ny8C4Tk7Vcm6l,Baby Make Your Own Sweet MusicJay And The Techniques,Jay And The Techniques,Baby Make Your Own Sweet Music,Best Of Jay And The Techniques,false,1968-04-13,99,8
1haurWCw5Yb1oP8xNQTfCV,Brother's Gonna Work It OutWillie Hutch,Willie Hutch,Brother's Gonna Work It Out,The Mack - Original Motion Picture Soundtrack,false,1973-05-19,97,10
3MKhV2pyf6PR4G6K7GsIUH,Sherry Don't GoThe Lettermen,The Lettermen,Sherry Don't Go,Capitol Collectors Series,false,1968-03-23,98,8
0xzhryP1AoHUazYdJ5rj3B,One VisionQueen,Queen,One Vision,A Kind of Magic (Deluxe Remastered Version),false,1985-12-07,88,10
20XHBDshtwvdKIusZiuB23,Ride With MeSteppenwolf,Steppenwolf,Ride With Me,For Ladies Only,false,1971-07-17,90,8
6979YmbY2rScYdH6ovoQxF,"Say It, Say ItE.G. Daily",E.G. Daily,"Say It, Say It",Wild Child,false,1986-04-26,95,10
2ZHxl0iAc5mwJFX6Y5TvRU,(The Man Who Shot) Liberty ValanceGene Pitney,Gene Pitney,(The Man Who Shot) Liberty Valance,Super Hits,false,1962-04-28,94,13
19es5W1GJCkgVh647dPFjy,I Like Your Lovin' (Do You Like Mine)The Chi-lites,The Chi-lites,I Like Your Lovin' (Do You Like Mine),20 Greatest Hits,false,1970-08-15,98,6
000u1dTg7y1XCDXi80hbBX,I Don't Want A LoverTexas,Texas,I Don't Want A Lover,Southside,false,1989-09-09,96,6
53HP1YlOvzYkImudH6FN6K,A Woman's LoveCarla Thomas,Carla Thomas,A Woman's Love,Stax-Volt: The Complete Singles 1959-1968,false,1964-11-28,85,4
7agk25vHxeKe626vePNxqz,Dear PrudenceThe 5 Stairsteps,The 5 Stairsteps,Dear Prudence,Stairsteps (Bonus Track Version),false,1970-03-21,85,6
10sZornAXa1nkS2uWGrIDb,Que Te QuieroKatrina And The Waves,Katrina And The Waves,Que Te Quiero,Katrina & The Waves,false,1985-10-12,85,6
53rzQx6CQEDyBEcWQCQiuV,Another HeartacheRod Stewart,Rod Stewart,Another Heartache,Every Beat of My Heart,false,1986-08-30,85,9
2XIqE0nhuX3GW8R45m7qEa,Cleopatra's CatSpin Doctors,Spin Doctors,Cleopatra's Cat,Turn It Upside Down,false,1994-06-18,85,3
1nu7ec0zCNvyHRrFXZsFHy,Song For The LonelyCher,Cher,Song For The Lonely,Living Proof,false,2002-04-06,85,6
6wZI4mdT8JwXgkGURnBQiq,SayJohn Mayer,John Mayer,Say,Say,false,2007-12-15,95,28
5jfdZRtygUxV50rsbIF5zj,Cuddy BuddyMike Jones Featuring Trey Songz & Twista,Mike Jones Featuring Trey Songz & Twista,Cuddy Buddy,The Voice,true,2008-11-01,85,3
43wOnyLJcwYfKVNxXZWPDz,Somebody To LoveGlee Cast,Glee Cast,Somebody To Love,Glee: The Musi,false,2009-10-10,85,4
4Faj3z5c46ypBeWE9sjMgF,CryLynn Anderson,Lynn Anderson,Cry,16 Biggest Hits,false,1972-01-29,86,5
6Od3MYcQwJDSIbOfyxGLCx,Amber CascadesAmerica,America,Amber Cascades,Hideaway,false,1976-08-21,86,4
1zVrqIRmUdFiJXqrKgwref,The Doodle SongFrankie Miller,Frankie Miller,The Doodle Song,Full House (2011 Remaster),false,1977-06-25,86,5
273Yfa9Ie7uxzG7jbkf963,Dance With YouCarrie Lucas,Carrie Lucas,Dance With You,In Danceland,false,1979-05-12,86,7
6ayxaDStavOn5gJzlw6S84,Stand By Me4 The Cause,4 The Cause,Stand By Me,Disco BBQ 2017,false,1998-08-22,86,5
6Dy0Tt2mdKo0Xkwl8yHBZV,Slam DunkFive,Five,Slam Dunk,5ive,false,1999-04-17,86,2
4kg5hAOumbLtNSg6J8aq8e,Set The Fire To The Third BarSnow Patrol Featuring Martha Wainwright,Snow Patrol Featuring Martha Wainwright,Set The Fire To The Third Bar,Eyes Open,false,2010-01-30,86,5
1IUtgwxLYzDVd41EgbKUjX,All I Want For Christmas Is You (SuperFestive!)Justin Bieber Duet With Mariah Carey,Justin Bieber Duet With Mariah Carey,All I Want For Christmas Is You (SuperFestive!),Under The Mistletoe (Deluxe Edition),false,2011-11-19,86,1
1FfxSgLHUkNCCLdZ7wrCTY,The Devil Is A LieRick Ross Featuring Jay-Z,Rick Ross Featuring Jay-Z,The Devil Is A Lie,Mastermind (Deluxe),true,2014-03-22,86,1
1fNGwzjBYbL6UnJh1mcbAN,Baby You're So Right For MeBrenda & The Tabulations,Brenda & The Tabulations,Baby You're So Right For Me,The Dionn Singles Collection 1966-1969,false,1968-03-16,98,4
1c0QZKXEROc5A9D32EDbHR,Don't Make Me OverBrenda & The Tabulations,Brenda & The Tabulations,Don't Make Me Over,Right on the Tip of My Tongue,false,1970-08-22,87,3
2V4OJKEVSrkmdKK33XZ87U,Red HotRobert Gordon With Link Wray,Robert Gordon With Link Wray,Red Hot,Robert Gordon with Link Wray (with Link Wray),false,1977-10-01,87,3
6px77nsx8HmckG9YuKmiP2,Plain JaneSammy Hagar,Sammy Hagar,Plain Jane,Street Machine,false,1979-09-15,87,7
4WP1HeP0ouiNHbXLPoN61t,Don't Make Me OverJennifer Warnes,Jennifer Warnes,Don't Make Me Over,Platinum & Gold Collection,false,1979-12-22,87,7
3uVCPFmavlWGQUqeYh8HhR,Don't Think They KnowChris Brown Featuring Aaliyah,Chris Brown Featuring Aaliyah,Don't Think They Know,X (Expanded Edition),false,2013-07-13,87,2
21RzyxY3EFaxVy6K4RqaU9,BodyLoud Luxury Featuring Brando,Loud Luxury Featuring Brando,Body,Body,false,2019-01-12,87,8
2vsuel3g4zaLYSOY0mOMbi,Bad LuckKhalid,Khalid,Bad Luck,Free Spirit,false,2019-04-20,87,1
